given_address,lat,lon,formatted,name,housenumber,street,district,suburb,postcode,city,county,state,state_code,confidence_city_level,confidence_street_level,country,country_code,confidence,attribution,attribution_license,attribution_url
"Village, Gundala",19.03227,73.04276,"Artist Village, Thane, India",Artist Village,,,,,,Artist Village,Thane,Maharashtra,MH,0.16666666666666666,,India,in,0.16666666666666666,,,https://www.whosonfirst.org/docs/licenses/
"Sector II, House No- 214, Chandigarh",30.729217,76.769191,"2625, House No. 2625, Sector 22C, Sector 22, Chandigarh -, Chandigarh, India",House No. 2625,2625,"House No. 2625, Sector 22C",,Sector 22,,Chandigarh,Chandigarh,Chandigarh,CH,1,0.95,India,in,0.43046874999999996,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Plot.no 71,2nd floor Industrial Area L.B.S.Marg ",19.004156,72.815238,"71, Sir Pochkhanwala Marg, Worli, Mumbai - 400030, Maharashtra, India",,71,Sir Pochkhanwala Marg,Zone 2,Worli,400030,Mumbai,Mumbai City,Maharashtra,MH,,,India,in,0.0625,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
22.North Aveneu New Delhi,28.613789,77.213072,"New Delhi, India",New Delhi,,,,,,New Delhi,New Delhi,Delhi,DL,1,,India,in,0.2,,,https://www.whosonfirst.org/docs/licenses/
"22, North Avenue, New Delha",13.037353,80.216392,"No: 22/1, 8th Main Road,manthope colony, 8th Avenue, Ward 132, Chennai - 600083, Tamil Nadu, India",,"No: 22/1, 8th Main Road,manthope colony",8th Avenue,Kodambakkam,Ward 132,600083,Chennai,Chennai,Tamil Nadu,TN,,,India,in,0.3345652173913043,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"22, North Avenue, New Delhi",28.6204216,77.1998882,"North Avenue, Rakab Ganj, New Delhi - 110004, Delhi, India",North Avenue,,North Avenue,Chanakya Puri Tehsil,Rakab Ganj,110004,New Delhi,,Delhi,DL,1,1,India,in,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"22, North Avenue New Delhi",28.6204216,77.1998882,"North Avenue, Rakab Ganj, New Delhi - 110004, Delhi, India",North Avenue,,North Avenue,Chanakya Puri Tehsil,Rakab Ganj,110004,New Delhi,,Delhi,DL,1,1,India,in,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
36- Hindawadi Belgaum,15.8343643,74.5182579,"Hindwadi Road, Adarsh Nagar, Belagavi - 590001, Karnataka, India",Hindwadi Road,,Hindwadi Road,Adarsh Nagar,Adarsh Nagar,590001,Belagavi,Belagavi taluku,Karnataka,KA,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Surat,21.1864607,72.8081281,"Surat - 395001, Gujarat, India",Surat,,,,,395001,Surat,Katargam Taluka,Gujarat,GJ,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"51 Sardar Patel Market, Outside Jamalpur, Ahmedabad-380022",,,,,,,,,,,,,,,,,,,,,
"15, Sardar Patel Market Jamalpur Ahmedabad",,,,,,,,,,,,,,,,,,,,,
"1st Floor, Bell-E-Vista Complex, Race Course Circle, Vadodara-390007",22.297665,70.787227,"Race Course Circle, Rajkot -, Gujarat, India",,,Race Course Circle,,,,Rajkot,Rajkot,Gujarat,GJ,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Daskrol,22.95840725,72.71852429515411,"Daskroi Taluka, India",Daskroi Taluka,,,,,,,Daskroi Taluka,Gujarat,GJ,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jamnagar,22.4732415,70.0552102,"Jamnagar, Jamnagar City Taluka, India",Jamnagar,,,,,,Jamnagar,Jamnagar City Taluka,Gujarat,GJ,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jetpur,21.7543725,70.6189391,"Jetpur - 360370, Gujarat, India",Jetpur,,,,,360370,Jetpur,Jetpur Taluka,Gujarat,GJ,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jamnagar,22.4732415,70.0552102,"Jamnagar, Jamnagar City Taluka, India",Jamnagar,,,,,,Jamnagar,Jamnagar City Taluka,Gujarat,GJ,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Rajkot Highway, Near Railway Station, Junagadh",22.328347,70.770715,"Jamnagar -Rajkot hwy sh-25, Rajkot -, Gujarat, India",,,Jamnagar -Rajkot hwy sh-25,,,,Rajkot,Rajkot,Gujarat,GJ,1,0.95,India,in,0.13571428571428576,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"172/A, 21St Main J.P. Nagar2Nd State, Bangalore-560078",12.969644,77.649458,"1725, 8th A Main Road, New Tippasandara, Bangalore -, Karnataka, India",,1725,8th A Main Road,East Bangalore,New Tippasandara,,Bangalore,Bangalore,Karnataka,KA,0.54,0.513,India,in,0.171,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Radhanpur 14, National Highway, Sitad",10.518703,76.051781,"Govt AyurvedaDispensary Engandiyur, National Highway 17 Highway, - 680616, Kerala, India",,Govt AyurvedaDispensary Engandiyur,National Highway 17 Highway,,,680616,,Thrissur,Kerala,KL,,,India,in,0.5181818181818181,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rajkot,22.3051991,70.8028335,"Rajkot - 360001, Gujarat, India",Rajkot,,,,,360001,Rajkot,Rajkot Taluka,Gujarat,GJ,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"106, Market Chembers-3, Narimon Point, Mumbai-21",22.71827,75.884918,"3/2, Alankar Point ,Geeta Bhawan Square, Indore - 452001, Madhya Pradesh, India",,3/2,"Alankar Point ,Geeta Bhawan Square",,,452001,Indore,Indore,Madhya Pradesh,MP,,,India,in,0.46821428571428575,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mehsana,23.601262849999998,72.37415155167554,"Mehsana Airport, Kamalpath, Rajivbrigade Nagar, Brahmni Nagar - 384001, Gujarat, India",Mehsana Airport,,Kamalpath,,Rajivbrigade Nagar,384001,Brahmni Nagar,Mahesana Taluka,Gujarat,GJ,,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Surat,21.1864607,72.8081281,"Surat - 395001, Gujarat, India",Surat,,,,,395001,Surat,Katargam Taluka,Gujarat,GJ,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Surat,21.1864607,72.8081281,"Surat - 395001, Gujarat, India",Surat,,,,,395001,Surat,Katargam Taluka,Gujarat,GJ,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"At. Talod Dist Sabarkantha ",24.64567,84.49182,"At, Aurangabad, India",At,,,,,,At,Aurangabad,Bihar,BR,0.1,,India,in,0.1,,,https://www.whosonfirst.org/docs/licenses/
Daskrol,22.95840725,72.71852429515411,"Daskroi Taluka, India",Daskroi Taluka,,,,,,,Daskroi Taluka,Gujarat,GJ,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mumbai - 23.,18.99003915,72.84276019344759,"Building Number 23, Abhyudaya Nagar Road, F/S Ward, Mumbai - 400015, Maharashtra, India",Building Number 23,,Abhyudaya Nagar Road,Zone 2,F/S Ward,400015,Mumbai,Mumbai City,Maharashtra,MH,1,,India,in,0.9166666666666666,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
C/o Shree Ratanlalji Sankhla,26.913357,75.732423,"Shree Path, Ward 34, Jaipur -, Rajasthan, India",,,Shree Path,Zone 3,Ward 34,,Jaipur,Jaipur,Rajasthan,RJ,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"22, Akbar Road New Delhi",28.6110348,77.2269368,"Akbar Road, Pandara Park, New Delhi - 020626, Delhi, India",Akbar Road,,Akbar Road,Chanakya Puri Tehsil,Pandara Park,020626,New Delhi,,Delhi,DL,1,1,India,in,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Ambit House, 449, Senapati Bapat Marg Lower Parel, Mumbai-400013",19.0009464,72.8290239,"Senapati Bapat Marg, Lower Parel, Mumbai - 400013, Maharashtra, India",Senapati Bapat Marg,,Senapati Bapat Marg,Zone 2,Lower Parel,400013,Mumbai,Mumbai City,Maharashtra,MH,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"293, Govindpuri Haridwar,",22.580306,88.419188,"293, -, West Bengal, India",,,293,,,,,24 Parganas South,West Bengal,WB,,,India,in,0.6666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Delhi-110020,28.54632595,77.27325504344185,"IIIT-Delhi, Anandamayee Ashram Marg, Shyam Nagar, New Delhi - 110020, Delhi, India",IIIT-Delhi,,Anandamayee Ashram Marg,Shyam Nagar,Shyam Nagar,110020,New Delhi,Kalkaji Tehsil,Delhi,DL,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"248, Okhla Industrial E  State Phase-III, New Delhi",28.557163,77.163665,"Delhi, South West, India",Delhi,,,,,,Delhi,South West,Delhi,DL,0.5625,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
"281, Kohat Enclave Pitampur, Delhi ",28.557163,77.163665,"Delhi, South West, India",Delhi,,,,,,Delhi,South West,Delhi,DL,1,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
"281 Rohtak Encleave Pitampura ",,,,,,,,,,,,,,,,,,,,,
Kakoda Industrial Estate Goa,9.393132,77.566485,"SIDCO Industrial Estate, -, Tamil Nadu, India",,,SIDCO Industrial Estate,,,,,Virudhunagar,Tamil Nadu,TN,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"141, Avanti Apts, Senapati Bapat Marg, Dadar (w) Mumbai-400028",19.0183934,72.8421214,"Senapati Bapat Marg, Dadar West, Mumbai - 400028, Maharashtra, India",Senapati Bapat Marg,,Senapati Bapat Marg,Zone 2,Dadar West,400028,Mumbai,Mumbai City,Maharashtra,MH,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Amgoorie Tea Garden P.O. Amguri Haloating 785681, Dist Sibsagar Assam",26.652695,94.328057,"Amguri Road, -, Assam, India",,,Amguri Road,,,,,Jorhat,Assam,AS,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dist Shiv Sagar West Bengal,23.889407,78.758918,"Sagar, India",Sagar,,,,,,,Sagar,Madhya Pradesh,MP,,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
Vadodara,22.2973142,73.1942567,"Vadodara - 390001, Gujarat, India",Vadodara,,,,,390001,Vadodara,Vadodara District,Gujarat,GJ,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Plot No. 222, Makarba,Nr.Sarkhej-Sanand Chokdi,S.G.Highviray,Atimedabad-382210-",13.700769,80.029838,"Ayyappa Nagar, Degalapalem(Donka), Plot No. 22, - 524121, Andhra Pradesh, India",,"Ayyappa Nagar, Degalapalem(Donka)",Plot No. 22,,,524121,,Nellore,Andhra Pradesh,AP,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8/20, Vidhayak Nagar East Jaipur",26.894094,75.79277,"Jaipur, India",Jaipur,,,,,,Jaipur,Jaipur,Rajasthan,RJ,1,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
Pandesara Surat,21.2050293,72.8407427,"Sumul Dairy Road, Mini Bazar, Surat - 395001, Gujarat, India",Surat,,Sumul Dairy Road,,Mini Bazar,395001,Surat,Puna Taluka,Gujarat,GJ,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"61/2, Balbir Raod, Dehradun",30.327552,78.035881,"Dehradun, India",Dehradun,,,,,,Dehradun,Dehradun,Uttarakhand,UT,1,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
Pathardi Nasik,19.991966,73.775826,"Nashik, India",Nashik,,,,,,Nashik,Nashik,Maharashtra,MH,,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
"1907, Sadashiv Peth, Bajirao Road, Pune.",18.5053671,73.8536201441473,"Bajirao Road, Shukrawar Peth, Pune -, Maharashtra, India",Bajirao Road,,Bajirao Road,,Shukrawar Peth,,Pune,Pune District,Maharashtra,MH,1,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1907, Sadashiv Peth, Bajirao Road, Pune.",18.5053671,73.8536201441473,"Bajirao Road, Shukrawar Peth, Pune -, Maharashtra, India",Bajirao Road,,Bajirao Road,,Shukrawar Peth,,Pune,Pune District,Maharashtra,MH,1,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"25, Ballyganj Circular Road, Kolkata-700019",22.520074,88.368402,"25, Fern Road, Ward 68, Kolkata - 700019, West Bengal, India",,25,Fern Road,Borough No. VIII,Ward 68,700019,Kolkata,Kolkata,West Bengal,WB,,,India,in,0.3166666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"25, Ballyganj Circular Road, Kolkata-700019",22.520074,88.368402,"25, Fern Road, Ward 68, Kolkata - 700019, West Bengal, India",,25,Fern Road,Borough No. VIII,Ward 68,700019,Kolkata,Kolkata,West Bengal,WB,,,India,in,0.3166666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Neemuch M. P.,24.464761199999998,74.89608260838597,"Nimach Bypass, Neemuch - 458411, Madhya Pradesh, India",Neemuch,,Nimach Bypass,,,458411,Neemuch,Neemuch Nagar Tehsil,Madhya Pradesh,MP,,,India,in,0.7000000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"101/105-A, Neelam Centre, Hind Cycle Rd., Worli, Mumbai",19.070198,72.89503,"Building number 101, Rajshree Iris CHS, 101, Road No. 13, Kirol, Mumbai - 400089, Maharashtra, India","Building number 101, Rajshree Iris CHS",101,Road No. 13,Zone 6,Kirol,400089,Mumbai,Mumbai City,Maharashtra,MH,,,India,in,0.225,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"105-A, Neelam Centre, Hind Cycle Rd., Worli, Mumbai",19.00804295,72.8229072957549,"Neelam Centre, Hind Cycle Road, Worli, Mumbai - 400030, Maharashtra, India",Neelam Centre,,Hind Cycle Road,Zone 2,Worli,400030,Mumbai,Mumbai City,Maharashtra,MH,,,India,in,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"101-A, Neelam Centre, 1st Floor 249B,  Hind Cycle Rd., Worli, Mumbai",19.0085081,72.8223483,"Hind Cycle Road, Worli, Mumbai - 400030, Maharashtra, India",Hind Cycle Road,,Hind Cycle Road,Zone 2,Worli,400030,Mumbai,Mumbai City,Maharashtra,MH,,,India,in,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"C/1, Priyadarshni Apartment B/H.Nr. Tower Ahmedabad",23.012369,72.561743,"Ahmedabad, Ahmadabad, India",Ahmedabad,,,,,,Ahmedabad,Ahmadabad,Gujarat,GJ,1,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
"At. Edar Dist Sabarkantha ",10.0956515,76.205254,"Athani Lane, Pazhangad, Edavanakkad - 682502, Kerala, India",Athani Lane,,Athani Lane,,Pazhangad,682502,Edavanakkad,Kochi,Kerala,KL,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Plot No. 131, 3rd Floor, Mangesh Mahalaxmi Building, Khareghat, Dadar East, Mumbai-400014",13.700769,80.029838,"Ayyappa Nagar, Degalapalem(Donka), Plot No. 22, - 524121, Andhra Pradesh, India",,"Ayyappa Nagar, Degalapalem(Donka)",Plot No. 22,,,524121,,Nellore,Andhra Pradesh,AP,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"139, Sarjan Soc, Parle Point Surat",21.196102,72.815766,"Surat, India",Surat,,,,,,Surat,Surat,Gujarat,GJ,,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
82-Lodhi Estate New Delhi,28.5965526,77.223255,"Lodhi Estate, Max Mueller Marg, Lodhi Colony, New Delhi - 110003, Delhi, India",Lodhi Estate,,Max Mueller Marg,Chanakya Puri Tehsil,Lodhi Colony,110003,New Delhi,Defence Colony Tehsil,Delhi,DL,1,,India,in,0.7615384615384615,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8-603 Block B Harshit Royal Agency,Raipur",,,,,,,,,,,,,,,,,,,,,
"At. Edar Dist Sabarkantha ",10.0956515,76.205254,"Athani Lane, Pazhangad, Edavanakkad - 682502, Kerala, India",Athani Lane,,Athani Lane,,Pazhangad,682502,Edavanakkad,Kochi,Kerala,KL,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bavla Dist Ahmedabad,22.8278859,72.3684741,"Bavla - 382220, Gujarat, India",Bavla,,,,,382220,Bavla,Bavla Taluka,Gujarat,GJ,0.16666666666666666,,India,in,0.16666666666666666,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Plot 149 GIDC Pandesara Surat,,,,,,,,,,,,,,,,,,,,,
Laitumkhrah Shillong-793003,25.57067,91.89771,"Laitumkhrah, East Khasi Hills, India",Laitumkhrah,,,,,,Laitumkhrah,East Khasi Hills,Meghalaya,ML,1,,India,in,1,,,https://www.whosonfirst.org/docs/licenses/
APMC Ahmedabad,22.9971316,72.53603626740156,"APMC Market, 132 Ft. Ring Road, Jivraj park, Ahmedabad - 380001, Gujarat, India",APMC Market,,132 Ft. Ring Road,,Jivraj park,380001,Ahmedabad,Ahmedabad City Taluka,Gujarat,GJ,1,,India,in,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bawa Jaswant Singh Dental College,30.8965561,75.8955352,"Baba Jaswant Dental College, Chandigarh Road, Ludhiana - 141014, Punjab, India",Baba Jaswant Dental College,,Chandigarh Road,,,141014,Ludhiana,Ludhiana (West) Tahsil,Punjab,PB,,,India,in,0.5551724137931034,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Red Guard Ajoy Bhavan 15, Com. Indrajit Gupta Marg, New Delhi-2",,,,,,,,,,,,,,,,,,,,,
"10/160, Khichripur Colony Delhi-11091",28.61921,77.31976,"Khichrīpur, South West, India",Khichrīpur,,,,,,Khichrīpur,South West,Delhi,DL,,,India,in,0,,CC BY 4.0,https://www.geonames.org/datasources/
"10/160 Kichripur Colony ",13.05489,80.25865,"160, Peter's Colony, Royapettah, Ward 115, Chennai - 600014, Tamil Nadu, India",,160,"Peter's Colony, Royapettah",Teynampet,Ward 115,600014,Chennai,Chennai,Tamil Nadu,TN,,,India,in,0.0625,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"10/160 Kichripur Colony ",13.05489,80.25865,"160, Peter's Colony, Royapettah, Ward 115, Chennai - 600014, Tamil Nadu, India",,160,"Peter's Colony, Royapettah",Teynampet,Ward 115,600014,Chennai,Chennai,Tamil Nadu,TN,,,India,in,0.0625,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"10/160-161, Khichari Pur Delhi-110091",,,,,,,,,,,,,,,,,,,,,
"10/160, Khichripur Colony, Delhi-11091",28.61921,77.31976,"Khichrīpur, South West, India",Khichrīpur,,,,,,Khichrīpur,South West,Delhi,DL,,,India,in,0,,CC BY 4.0,https://www.geonames.org/datasources/
"10/160, Khichripur Colony Delhi-110091",28.612734,77.297562,"ITI Khichripur, Mayur Vihar Phase 1, Delhi, South West, India",ITI Khichripur,,,,Mayur Vihar Phase 1,,Delhi,South West,Delhi,DL,,,India,in,0.0625,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Shaheedi Chowk Jammu,32.7419224,74.8689463,"CPO Chowk, Prade, Jammu - 180005, Jammu and Kashmir, India",CPO Chowk,,,,Prade,180005,Jammu,Jammu,Jammu and Kashmir,JK,0.16666666666666666,,India,in,0.16666666666666666,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Mapsco Bulder Pvt. Ltd. 30/64, Punjabi Bagh(w), ND-15",,,,,,,,,,,,,,,,,,,,,
New Delhi,28.6138954,77.2090057,"New Delhi, Delhi, India",,,,,,,New Delhi,,Delhi,DL,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2/12 Punjab Bagh East New Delhi,28.641708,77.2048736,"Punjab National Bank, Panchkuian Road, Paharganj, New Delhi - 110055, Delhi, India",Punjab National Bank,,Panchkuian Road,Chanakya Puri Tehsil,Paharganj,110055,New Delhi,Karol Bagh Tehsil,Delhi,DL,1,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Surat,21.1864607,72.8081281,"Surat - 395001, Gujarat, India",Surat,,,,,395001,Surat,Katargam Taluka,Gujarat,GJ,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Amritsar, Punjab",31.6343083,74.8736788,"Amritsar - 143001, Punjab, India",Amritsar,,,,,143001,Amritsar,Amritsar I Tahsil,Punjab,PB,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"51 (3), Marol Co-op. Estate Andheri",30.3896,77.12608,"Andheri, Ambala, India",Andheri,,,,,,Andheri,Ambala,Haryana,HR,1,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
"Kemp's Corner, Mumbai - 36.",18.9643233,72.8058471,"Kemp's Corner, August Kranti Marg, Cumballa Hill, Mumbai - 400036, Maharashtra, India",Kemp's Corner,,August Kranti Marg,Zone 1,Cumballa Hill,400036,Mumbai,Mumbai City,Maharashtra,MH,1,,India,in,0.88,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Kemp's Corner, Mumbai - 36.",18.9643233,72.8058471,"Kemp's Corner, August Kranti Marg, Cumballa Hill, Mumbai - 400036, Maharashtra, India",Kemp's Corner,,August Kranti Marg,Zone 1,Cumballa Hill,400036,Mumbai,Mumbai City,Maharashtra,MH,1,,India,in,0.88,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bodeli Dist Surat,22.27074295,73.70275337948155,"Bodeli Taluka, India",Bodeli Taluka,,,,,,,Bodeli Taluka,Gujarat,GJ,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9-1-164,15th Floor,Amsri Plaza,S.D.Road,Secunderabad-500003",,,,,,,,,,,,,,,,,,,,,
"9-1-164,15th Floor,Amsri Plaza,S.D.Road,Secunderabad-500003",,,,,,,,,,,,,,,,,,,,,
Rajkot,22.3051991,70.8028335,"Rajkot - 360001, Gujarat, India",Rajkot,,,,,360001,Rajkot,Rajkot Taluka,Gujarat,GJ,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Shaharpur Dakshin Khardah, North 24 Parganas",22.663525,88.35747070006622,"Yogoda Satsanga Math, Dakshineswar, 21, Grand Trunk Road, Dunlop, Khardaha - 712233, West Bengal, India","Yogoda Satsanga Math, Dakshineswar",21,Grand Trunk Road,Dunlop,Dunlop,712233,Khardaha,Barrackpur - II,West Bengal,WB,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8-Camac Street Room No. 502, 5th floor Shantiniketan Building Kolkata-700017(WB)",23.269974,87.815506,"West Bengal, India",West Bengal,,,,,,,,West Bengal,WB,,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
"15,Aurangzeb Road, New Delhi-110011.",28.603001,77.221584,"2, Aurangzeb Road, Meena Bagh, Delhi - 110011, Delhi, India",,2,Aurangzeb Road,,Meena Bagh,110011,Delhi,South West,Delhi,DL,,,India,in,0.33333333333333337,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"#8/8, Kamakshi Nagar, Santhapet Nellore Post 7 District- Andhra Pradesh",22.703375,75.854604,"8A, prem nagar, Indore -, Madhya Pradesh, India",,8A,prem nagar,,,,Indore,Indore,Madhya Pradesh,MP,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ramkrishna Colony Ujjain M. P.,23.1343295,75.81359,"Sai Vihar Colony, Ujjain - 456001, Madhya Pradesh, India",Sai Vihar Colony,,,,Sai Vihar Colony,456001,Ujjain,Ujjain Tahsil,Madhya Pradesh,MP,0.07142857142857142,,India,in,0.07142857142857142,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"18, Meena Bagh New Delhi",28.645932,77.195457,"18, Bhuli Bhatiyari, Delhi -, Delhi, India",,,18,,Bhuli Bhatiyari,,Delhi,South West,Delhi,DL,1,1,India,in,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"18, Meena Bagh New Delhi",28.645932,77.195457,"18, Bhuli Bhatiyari, Delhi -, Delhi, India",,,18,,Bhuli Bhatiyari,,Delhi,South West,Delhi,DL,1,1,India,in,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"At, Dholka Dist Ahmedabad",22.6231959,72.38445499134141,"Dholka Taluka, India",Dholka Taluka,,,,,,,Dholka Taluka,Gujarat,GJ,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"201, ashapura dham maniklal estate ghatkopar mumbai",19.085187,72.906798,"Ghatkopar, Mumbai, Maharashtra, India",Ghatkopar,,,Zone 6,Ghatkopar,,Mumbai,Mumbai City,Maharashtra,MH,1,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
"80, Vijayshri Maliwad, TQ Chikkodi Belgaum Karnataka",12.940439,77.624934,"80 Feet Road, Ejipura, Bangalore -, Karnataka, India",,,80 Feet Road,South Bangalore,Ejipura,,Bangalore,Bangalore,Karnataka,KA,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2B, 3rd Floor, Gardi Mansion, M.P. Marg, Opera House, Mumbai - 400004",18.956343,72.815504,"Royal Opera House Compound, Girgaon, Mumbai - 400004, Maharashtra, India",,,Royal Opera House Compound,Zone 1,Girgaon,400004,Mumbai,Mumbai City,Maharashtra,MH,1,0.95,India,in,0.475,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2-B, 3/F, Gardi Mansion 9-15, M.P. Marg Opera House, Mumbai",19.064393,72.89965,"Mahada building no 15, P.L. Lokhande Marg, Chembur, Mumbai - 400089, Maharashtra, India",,Mahada building no 15,P.L. Lokhande Marg,Zone 5,Chembur,400089,Mumbai,Mumbai City,Maharashtra,MH,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gandhi Road Ward No 2 Balaghat M.P.,11.0150062,76.9670961,"Supreme Men's Clothing, 253/9, Sathyamurthi Road, Ram Nagar, Coimbatore - 641009, Tamil Nadu, India",Supreme Men's Clothing,253/9,Sathyamurthi Road,Central Zone,Ram Nagar,641009,Coimbatore,Coimbatore North,Tamil Nadu,TN,0.95,0.9025,India,in,0.10314285714285712,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
