given_address,lat,lon,formatted,name,district,housenumber,street,county_code,postcode,suburb,city,county,state,confidence_street_level,state_code,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
INC	Hyderabad Industries Ltd (HIL)	Sanathnagar Hyderabad Andhra Pradesh	Hyderabad	Telangana	5000000	2012,17.456811,78.441839,"Sanathnagar, Hyderabad, TG, India",Sanathnagar,Central Zone,,,,,Sanathnagar,Hyderabad,Hyderabad,Telangana,,TG,India,in,0,1,,,https://www.whosonfirst.org/docs/licenses/
"BJP	Hyper Tech Info solu  P. ltd	2344,Building no 49,Gandhi ngr.Bandra 			500000	2007",47.71711,-116.796187,"4974 North Building Center Drive, Coeur D'Alene, ID 83815, United States of America",,,4974,North Building Center Drive,,83815,,Coeur D'Alene,Kootenai County,Idaho,,ID,United States,us,0.26325301204819274,,© OpenAddresses contributors,BSD-3-Clause License,
"CPI(M)	Hyson Heritage	PB No 144, Bank Road, Kozhikode-1	Kozhikode		75000	2012",46.973437,6.887964,"2012 Lac de Neuchâtel, Switzerland",2012,,,,,2012,,Lac de Neuchâtel,,Neuchatel,,,Switzerland,ch,0,,,,https://www.whosonfirst.org/docs/licenses/
BJP	I.D.Chudasma	Vadodara	Vadodara		51000	2012,46.973437,6.887964,"2012 Lac de Neuchâtel, Switzerland",2012,,,,,2012,,Lac de Neuchâtel,,Neuchatel,,,Switzerland,ch,0,,,,https://www.whosonfirst.org/docs/licenses/
BJP	IBD Universal Pvt. Vinay Bhodoriya	M. P. Nagar Zone 2 Bhopal M. P.	Bhopal	Madhya Pradesh	100000	2011,19.214838,72.872949,"Raheja Universal (Pvt.) Ltd, Magathane, Mumbai -, MH, India",,Zone 4,,Raheja Universal (Pvt.) Ltd,,,Magathane,Mumbai,Mumbai City,Maharashtra,0.9025,MH,India,in,0.0141015625,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	ICICE Nake Refrigeration Pvt. Ltd.	Shop No. B/1, Ground Floor, Vasupujya Chambers, Near Navdeep Building, Income Tax Cross Road, Ashram-Road, Ahmedabad-380014 Ph.-27540630	Ahmedabad	Gujarat	31000	2014",,,,,,,,,,,,,,,,,,,,,,
"BJP	Ideal Road Builders Pvt Ltd	Irb Complex, Chandivli Farm, Chandivli  Village, Andheri East, Mumbai - 400072	Mumbai		5000000	2014",6.913535,79.88012,"Castle Builders Pvt Ltd (Commercial Construction Company), 61/1 B Cotta Road, 00800, Sri Lanka",Castle Builders Pvt Ltd (Commercial Construction Company),,61/1 B,Cotta Road,,00800,,,Thimbirigasyaya,Colombo,,,Sri Lanka,lk,0.068720999405116,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	IFB Industries Ltd.	L-1, Verna Industrial Estate, Verna-Goa 403733	Goa	Goa	800000	2014",17.961106,-76.894175,"3 Industrial Estate, Jamaica",,,3,Industrial Estate,,,,,,Saint Catherine,,,Jamaica,jm,0.36627906976744184,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Ihe North Bombay Central Coop.	Consumers Wholesale & Retail Stores Ltd  Dr. Ambedkar Rd., Mumbai.	Mumbai		150000	2003",34.3048,-81.589501,"54 Ltd Drive, Newberry, SC 29108, United States of America",,,54,Ltd Drive,,29108,,Newberry,Newberry County,South Carolina,,SC,United States,us,0.25,,© OpenAddresses contributors,BSD-3-Clause License,
"INC	Ijaraj Singh	108, South Avenue, New Delhi	New Delhi		54000	2010",33.209957,-97.125984,"514 S Ave S Avenue, Denton, TX 76205, United States of America",,,514,S Ave S Avenue,,76205,,Denton,Denton County,Texas,,TX,United States,us,0.08090199042579994,,© OpenAddresses contributors,BSD-3-Clause License,
INC	Ijaraj Singh	108 South Avenue New Delhi	New Delhi		24000	2013,33.209957,-97.125984,"514 S Ave S Avenue, Denton, TX 76205, United States of America",,,514,S Ave S Avenue,,76205,,Denton,Denton County,Texas,,TX,United States,us,0.0702662721893491,,© OpenAddresses contributors,BSD-3-Clause License,
BJP	IKON Dwellings Private Limited	Kolar Road Bhopal M. P.	Bhopal	Madhya Pradesh	100000	2011,23.192422,77.417171,"Kolar Road, Shahpura, Bhopal - 462001, MP, India",,,,Kolar Road,,462001,Shahpura,Bhopal,Bhopal,Madhya Pradesh,0.3333333333333333,MP,India,in,0.16666666666666666,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Ileshaben Kalpeshbhai Patel	Gandhinagar	Gandhinagar	Gujurat	50000	2010,,,,,,,,,,,,,,,,,,,,,,
"BJP	Imagine Developers	 Monika Arkade,Malad,Mumbaai 400 025			201000	2008",,,,,,,,,,,,,,,,,,,,,,
BJP	Imperial Developers	Surat Dumas Road Surat	Surat		100000	2012,21.158168,72.76962,"Burger King, VR surat, Dumas Road, Surat - 395007SURAT, GJ, India",Burger King,,VR surat,Dumas Road,,395007SURAT,,Surat,Surat,Gujarat,0.3333333333333333,GJ,India,in,0.3,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Imran Kidwai	H-702, Pearls Gate Way Towns Noida, Uttar Pradesh	Uttar Pradesh		21800	2010",29.521946,-98.3225,"702 Meadow Gate, Converse, TX 78109, United States of America",,,702,Meadow Gate,,78109,,Converse,Bexar County,Texas,,TX,United States,us,0.09500000000000001,,© OpenAddresses contributors,BSD-3-Clause License,
BJP	Imran S. Khan	Surat	Surat		50000	2012,46.973437,6.887964,"2012 Lac de Neuchâtel, Switzerland",2012,,,,,2012,,Lac de Neuchâtel,,Neuchatel,,,Switzerland,ch,0,,,,https://www.whosonfirst.org/docs/licenses/
BJP	Indagro Foods Ltd	Allana House Allana Road Colaba Mumbai-400001	Mumbai		7500000	2013,19.131577,72.891418,"Mumbai, Mumbai City, India",,,,,,,,Mumbai,Mumbai City,Maharashtra,,MH,India,in,0.03617854683195593,0.16666666666666666,,,https://www.whosonfirst.org/docs/licenses/
"NCP	Indagro Foods Ltd	Allana House, Allana Road Colaba, Mumbai-1	Mumbai		2500000	2013",33.793951,-84.135547,"656 Allana Court, Stone Mountain, GA 30087, United States of America",,,656,Allana Court,,30087,,Stone Mountain,DeKalb County,Georgia,,GA,United States,us,0.24629629629629632,,© OpenAddresses contributors,BSD-3-Clause License,
"BJP	Inder Chopra	Sadar, South Dhamtari,			100000	2011",,,,,,,,,,,,,,,,,,,,,,
CPI	Inder Kumar Tolani	Pankh Road Jajakpuri Alwar 	Alwar	Rajasthan	90000	2007,47.647154,6.845412,"90000 Belfort, France",90000,,,,,90000,,Belfort,Territoire de Belfort,Burgundy-Franche-Comte,,,France,fr,0,1,,,https://www.whosonfirst.org/docs/licenses/
"BJP	Inderjeet Singh Gehlot	584, Bhuttonwali Gali, Nangloi, Delhi	New Delhi		100000	2010",,,,,,,,,,,,,,,,,,,,,,
INC	Inderjit Singh	Village Mangolpur Khurd New Delhi-110086	New Delhi		50000	2014,,,,,,,,,,,,,,,,,,,,,,
BJP	Indi Delights Pvr Ltd	Vadodara	Vadodara		51000	2012,46.973437,6.887964,"2012 Lac de Neuchâtel, Switzerland",2012,,,,,2012,,Lac de Neuchâtel,,Neuchatel,,,Switzerland,ch,0,,,,https://www.whosonfirst.org/docs/licenses/
BJP	India Vegitabel Company	APMC Ahmedabad	Ahmedabad	Gujarat	51000	2009,-33.86901,151.19353,"Pyrmont NSW 2009, Australia",2009,Pyrmont,,,,2009,,Pyrmont,Sydney,New South Wales,,NSW,Australia,au,0,,,,https://www.whosonfirst.org/docs/licenses/
"BJP	India Vegitable Company	24-B, Sardar Patel Market Jamalpur Ahmedabd	Ahmedabad	Gujarat	25000	2012",46.973437,6.887964,"2012 Lac de Neuchâtel, Switzerland",2012,,,,,2012,,Lac de Neuchâtel,,Neuchatel,,,Switzerland,ch,0,,,,https://www.whosonfirst.org/docs/licenses/
"INC	India Welfare Society C/O S Gupta 	43, Trilok Apartments Patparganj Delhi-110092	New Delhi		100000	2006",,,,,,,,,,,,,,,,,,,,,,
"INC	Indiabulls Financial Services Ltd.	1-A,Hamilton Road,Richard's Town,Bangalore	Bangalore	Karnataka	500000	2005",-33.978005,18.489574,"76 Hamilton Road, Rondebosch, Cape Town, South Africa",,,76,Hamilton Road,,,Rondebosch,Cape Town,City of Cape Town,Western Cape,0.95,WC,South Africa,za,0.25909090909090904,0.95,© OpenAddresses contributors,BSD-3-Clause License,
"BJP	Indian Construction Co (Guj) Ltd	""Chitrakut First Floor Plot No. 89/B, Mahavir Society Nr. Niradhar Ashram ",50.919083,-1.39928,"89 First Floor Flat Lodge Road, Southampton, SO14 6RH, United Kingdom",,,89 First Floor Flat,Lodge Road,HAM,SO14 6RH,,Southampton,Hampshire,England,,ENG,United Kingdom,gb,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Sarusection Road Jamnagar -361008""	Jamnagar		251000	2012",,,,,,,,,,,,,,,,,,,,,,
"BJP	Indian Garden, Sayad Hamid Ali	Hari Phatak Road Indore M. P.	Indore		100000	2011",,,,,,,,,,,,,,,,,,,,,,
"BJP	Indira Suresh Kumar Kotak	Shakti Villa, Laburmam Road, Gamdevi, Mumbai-400007	Mumbai		7500000	2014",,,,,,,,,,,,,,,,,,,,,,
"BJP	Indo Est Corporation Pvt Ltd	DN-24 Salt Lake City Sec-V, Kolkata-700001	Kolkata	West Bengal	25000	2013",22.557219,88.358337,"West Bengal Urdu Academy, Ward 62, Kolkata -, WB, India",,Borough No. VI,,West Bengal Urdu Academy,,,Ward 62,Kolkata,Kolkata,West Bengal,0.95,WB,India,in,0.95,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"CPI(M)	Indo Geraman Carbons Ltd.	Industrial Area Binanipuram, Edayar, Aluva 	Edayar	Kerala	300000	2012",,,,,,,,,,,,,,,,,,,,,,
"INC	Indoco Remedies Limited	Indoco House 66, C.S.T Road Santacruz (East) Mumbai- 400098	Mumbai		1000000	2011",40.761042,-73.678995,"66 Crest Road, New Hyde Park, NY 11040, United States of America",,North Hempstead,66,Crest Road,,11040,,New Hyde Park,Nassau County,New York,,NY,United States,us,0.5094339622641509,,© OpenAddresses contributors,BSD-3-Clause License,
CPI	Indra Tolani	Kamal Exports House New Delhi-39 	New Delhi		50000	2004,39.03171,-90.26122,"New Delhi, IL, United States of America",,Mississippi Township,,,,,,New Delhi,Jersey County,Illinois,,IL,United States,us,0.006597222222222228,0.95,,,https://www.whosonfirst.org/docs/licenses/
BJP	Indrapal Singh Dangi	Unow Road Bus Stand Datiya M. P.	Madhya Pradesh	Madhya Pradesh	100000	2011,,,,,,,,,,,,,,,,,,,,,,
BJP	Indravijay Singh K.Jadeja	Gandhinagar 	Gandhinagar	Gujurat	50000	2013,,,,,,,,,,,,,,,,,,,,,,
"INC	Indu Pawar- MLA	18-A, Shastri Nagar Jammu	Jammu		35000	2011",26.267314,73.00504,"D-112, Shastri Nagar, Jodhpur - 342003, RJ, India",,,D-112,Shastri Nagar,,342003,,Jodhpur,Jodhpur,Rajasthan,,RJ,India,in,0.3114754098360656,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
INC	Indu Singh Pawar	Gandhi Nagar Jammu	Jammu		35000	2013,,,,,,,,,,,,,,,,,,,,,,
BJP	Indus Colonisers Pvt. Ltd.	202 Zone II MP Nagar Bhopal M. P.	Bhopal	Madhya Pradesh	100000	2011,23.25469,77.40289,"Bhopāl, Bhopal, India",,,,,,,,Bhopāl,Bhopal,Madhya Pradesh,,MP,India,in,0.020408163265306135,1,,CC BY 4.0,https://www.geonames.org/datasources/
"BJP	Industrial Associates	238-B, AJC Bose Road Kolkata-7000020	Kolkata	West Bengal	25000	2013",-33.805603,25.604912,"287 Road Ajc, Motherwell, South Africa",,,287,Road Ajc,,,,Motherwell,Nelson Mandela Bay,Eastern Cape,,EC,South Africa,za,0.2375,,© OpenAddresses contributors,BSD-3-Clause License,
BJP	Ineos ABS (India)Ltd	Vadodara	Vadodara		100000	2012,22.306233,73.188373,"Vadodara, India",,,,,,,,Vadodara,Vadodara,Gujarat,,GJ,India,in,0.25,1,,,https://www.whosonfirst.org/docs/licenses/
"BJP	Infina Finance Pvt. Ltd.	240,D.N.ROAD,FORT MUMBAI-400001.  TEL.022-22073791	Mumbai		7500000	2008",27.708085,85.327269,"Kathmandu Finance Pvt. Ltd, Kathmandu, Nepal",Kathmandu Finance Pvt. Ltd,,,,,,,Kathmandu,Kathmandu,Three,,,Nepal,np,0.0048469387755102,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Infina Finance Pvt. Ltd.	1st Floor Navsari Building 240, D.N.Road, Fort			2500000	2009",27.708085,85.327269,"Kathmandu Finance Pvt. Ltd, Kathmandu, Nepal",Kathmandu Finance Pvt. Ltd,,,,,,,Kathmandu,Kathmandu,Three,,,Nepal,np,0.006293942671714445,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Infina Finance Pvt. Ltd.	7th Floor, Dani Corporate Park, 158, C.S..T Road Kalina Santacruz € Mumbai	Mumbai		7500000	2013",41.865084,-88.06384,"158 Crest Road, Glen Ellyn, IL 60137, United States of America",,Milton Township,158,Crest Road,,60137,,Glen Ellyn,DuPage County,Illinois,,IL,United States,us,0.0625,,© OpenAddresses contributors,BSD-3-Clause License,
"BJP	Infina Finance Pvt. Ltd.	NAVSARI CHAMBERS, Dr. D.N. Road Fort Mumbai 400001	Mumbai		1000000	2009",18.960942,72.838783,"Dr Meisheri Road, Mandvi, Mumbai - 400001, MH, India",,Zone 1,,Dr Meisheri Road,,400001,Mandvi,Mumbai,Mumbai City,Maharashtra,0.95,MH,India,in,0.475,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Infina Finance Pvt. Ltd.	7th Floor, Dani Corporate Park, 158, CST Road Kalina Santacruz (E), Mumbai - 400098	Mumbai		10000000	2013",19.080593,72.864077,"Old CST Road, Kolekalyan, Mumbai -, MH, India",,Zone 3,,Old CST Road,,,Kolekalyan,Mumbai,Mumbai City,Maharashtra,0.2,MH,India,in,0.1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Infina Finance Pvt. Ltd.	7th Floor Dani Corporate Park 158, C.S.T. Road Kalina Santacruz (East),  Mumbai	Mumbai		10000000	2014",27.708085,85.327269,"Kathmandu Finance Pvt. Ltd, Kathmandu, Nepal",Kathmandu Finance Pvt. Ltd,,,,,,,Kathmandu,Kathmandu,Three,,,Nepal,np,0.002979200000000005,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"NCP	Infina Finance Pvt. Ltd.	7th Flr, Dani Corporate Park 158, C.S.T. Roadm Kalina Santacruz (E), Mumbai-98	Mumbai		10000000	2013",19.131577,72.891418,"Mumbai, Mumbai City, India",,,,,,,,Mumbai,Mumbai City,Maharashtra,,MH,India,in,0.25,1,,,https://www.whosonfirst.org/docs/licenses/
BJP	Infina Finance Pvt. Ltd.	1 st Floor Navsan  Building 240 D N Road for Mumbai	Mumbai		10000000	2009,27.708085,85.327269,"Kathmandu Finance Pvt. Ltd, Kathmandu, Nepal",Kathmandu Finance Pvt. Ltd,,,,,,,Kathmandu,Kathmandu,Three,,,Nepal,np,0.004474240676662819,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"NCP	Infina Finance Pvt. Ltd.	1st Floor, Navsari Ltd. D.N. Road Fort, Mumbai-400001	Mumbai		10000000	2008",27.708085,85.327269,"Kathmandu Finance Pvt. Ltd, Kathmandu, Nepal",Kathmandu Finance Pvt. Ltd,,,,,,,Kathmandu,Kathmandu,Three,,,Nepal,np,0.004654999999999993,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Infinia Finance Pvt Ltd	7th Floor Dani corporat Park 158, C.S.T. Road Kalina Santacruz Mumbai-400098	Mumbai		10000000	2014",41.865084,-88.06384,"158 Crest Road, Glen Ellyn, IL 60137, United States of America",,Milton Township,158,Crest Road,,60137,,Glen Ellyn,DuPage County,Illinois,,IL,United States,us,0.10932622268470346,,© OpenAddresses contributors,BSD-3-Clause License,
"BJP	Infiniti Modules Pvt. Ltd.	C/o Shri Sanjeev Trivedi, Pilerne, Goa 0832 665 3333	Goa	Goa	25000	2014",,,,,,,,,,,,,,,,,,,,,,
INC	Infrastructure Development & Consultant (I) (P) Ltd.	Mumbai	Mumbai		35000000	2009,35.959748,-78.955101,"2 Consultant Place, Durham, NC 27707, United States of America",,,2,Consultant Place,,27707,,Durham,Durham County,North Carolina,,NC,United States,us,0.006574394463667823,,© OpenAddresses contributors,BSD-3-Clause License,
INC	Infrastructure Development & Consultant (I) (P) Ltd.	Mumbai	Mumbai		20000000	2009,35.959748,-78.955101,"2 Consultant Place, Durham, NC 27707, United States of America",,,2,Consultant Place,,27707,,Durham,Durham County,North Carolina,,NC,United States,us,0.006574394463667823,,© OpenAddresses contributors,BSD-3-Clause License,
"INC	Ingrid Mcleod	127-129 South Avenue, New Delhi	New Delhi		54000	2013",43.05697,-76.221584,"129 South Avenue, Solvay, NY 13209, United States of America",,Geddes,129,South Avenue,,13209,,Solvay,Onondaga County,New York,,NY,United States,us,0.5869565217391305,,© OpenAddresses contributors,BSD-3-Clause License,
INC	Ingrid Mcleod	127-129 South Avenue New Delhi	New Delhi		24000	2013,42.65533,-77.051057,"129 South Avenue, Penn Yan, NY 14527, United States of America",,Milo,129,South Avenue,,14527,,Penn Yan,Yates County,New York,,NY,United States,us,0.5528571428571429,,© OpenAddresses contributors,BSD-3-Clause License,
"BJP	Inside Out Mr. Gurudas Kamat	303, 3rd Floor, Unitech Cit Centre, Mahatma Gandhi Road, Panaji, Goa Ph. 2227529/9822100369	Goa	Goa	25000	2014",15.495549,73.821174,"Mahatma Gandhi Road, Panjim -, GA, India",,,,Mahatma Gandhi Road,,,,Panjim,North Goa,Goa,0.095,GA,India,in,0.04516648764769067,0.095,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Integra Energy Management Ltd	404, Signature-1. Productivity Road. Vadodara	Vadodara		50000	2005",37.646735,-98.73719,"Productivity Academy Charter School, Pratt, KS, United States of America",,Pratt,,Productivity Academy Charter School,,,,Pratt,Pratt County,Kansas,,KS,United States,us,0.014244064972927952,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Inter contiental india	8th floor meunaklai six roads navrangpura ahemdabad-3800			10000000	2004,53.777367,27.783004,"Belarus, Minsk, Ст Выпрабавальник"""", 3,001.000000000000000",,,"3,001.000000000000000","Ст Выпрабавальник""""",,,,,,Minsk,,,Belarus,by,0,,© OpenAddresses contributors,BSD-3-Clause License,
"INC	Inter Continental I(India)	Adani House, Mithakali Sikh Road Navamgpura Ahmedabad-380014	Ahmedabad	Gujarat	250000	2005",37.932491,-121.275048,"2023 Sikh Temple Street, Stockton, CA, United States of America",,,2023,Sikh Temple Street,,,,Stockton,San Joaquin County,California,,CA,United States,us,0.0005366852623402299,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Inter continental india	Adani house mithakhadi ellisbridge ahmedabad	Ahmedabad	Gujarat	5000000	2004,23.012369,72.561743,"Ahmedabad, Ahmadabad, India",,,,,,,,Ahmedabad,Ahmadabad,Gujarat,,GJ,India,in,0,,,,https://www.whosonfirst.org/docs/licenses/
BJP	Inter continental india	Adani house mithakhadi ellisbridge ahmedabad	Ahmedabad	Gujarat	2500000	2004,23.012369,72.561743,"Ahmedabad, Ahmadabad, India",,,,,,,,Ahmedabad,Ahmadabad,Gujarat,,GJ,India,in,0,,,,https://www.whosonfirst.org/docs/licenses/
BJP	Inter continental india	Adani house Mithakhadi ellisbridge ahmedabad	Ahmedabad	Gujarat	750000	2004,23.012369,72.561743,"Ahmedabad, Ahmadabad, India",,,,,,,,Ahmedabad,Ahmadabad,Gujarat,,GJ,India,in,0,,,,https://www.whosonfirst.org/docs/licenses/
INC	Inter continental india	Adani House Mithkhali Six Road Ahmedabad	Ahmedabad	Gujarat	1500000	2004,40.538172,-80.59648,"Six Road, Hancock County, WV, United States of America",,,,Six Road,,,,,Hancock County,West Virginia,,WV,United States,us,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Inter continental shikar	8th floor near mithakali six road navrangpura ahmedabad-380009	Ahmedabad	Gujarat	5000000	2004,32.753726,-97.066204,"Sleep Inn Arlington Near Six Flags, 750 Six Flags Dr, Arlington, TX 76011, United States of America",Sleep Inn Arlington Near Six Flags,,750,Six Flags Dr,,76011,,Arlington,Tarrant County,Texas,,TX,United States,us,0.04611335998387531,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	intercean Shipping India P. Ltd.	51, Leela Baug, 5th Floor, 250 Telang Road, Matunga, Mumbai- 400019	Mumbai		900000	2013",19.027116,72.852591,"Telang Road, Bombay Matunga, Mumbai - 400019, MH, India",,Zone 2,,Telang Road,,400019,Bombay Matunga,Mumbai,Mumbai City,Maharashtra,1,MH,India,in,0.5,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Intercon Advisors Pvt. Ltd.	1202, Region Chambers, Nariman Point, Mumbai- 400021	Mumbai		100000	2010",18.926844948220857,72.82270680995255,"A Ward, Mumbai - 400021, India",A Ward,Zone 1,,,,400021,A Ward,Mumbai,Mumbai City,,,,India,in,0,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Interface Marketing	Panaji-Goa	Goa	Goa	25000	2014,,,,,,,,,,,,,,,,,,,,,,
BJP	Interglobe  Enterprises Ltd.	12 th floor vidiocon tower  Jhandewalan Extn ND 55			2600000	2009,-33.86901,151.19353,"Pyrmont NSW 2009, Australia",2009,Pyrmont,,,,2009,,Pyrmont,Sydney,New South Wales,,NSW,Australia,au,0,,,,https://www.whosonfirst.org/docs/licenses/
BJP	Interglobe technologes  Ltd.	Udyog Vihar Ph I Gurgaon	Gurgaon		2500000	2009,,,,,,,,,,,,,,,,,,,,,,
"BJP	International Ceramic	At. Vankaner, Dist. Rajkot	Rajkot		21000	2012",46.973437,6.887964,"2012 Lac de Neuchâtel, Switzerland",2012,,,,,2012,,Lac de Neuchâtel,,Neuchatel,,,Switzerland,ch,0,,,,https://www.whosonfirst.org/docs/licenses/
BJP	Inventure gronth & securities ltd	Mumbai	Mumbai		250000	2004,38.89872,-77.04137,"Securities and Exchange Commission, Foggy Bottom, Washington, DC, United States of America",Securities and Exchange Commission,,,,,,Foggy Bottom,Washington,District of Columbia,District of Columbia,,DC,United States,us,0.00023193359375,,,CC BY 4.0,https://www.geonames.org/datasources/
"INC	Iqbal Ahmed Saradgi	No. 1-1166/9, E- Sahi Area Gulbarga-08472-456786			25000	2003",,,,,,,,,,,,,,,,,,,,,,
BJP	Iratmal Automobiles	Bhavnagar	Bhavnagar	Gujurat	51000	2012,,,,,,,,,,,,,,,,,,,,,,
"BJP	Irfan Rajak	Prestige Group, The Falcon House, Bangalore-560001	Bangalore	Karnataka	1250000	2010",,,,,,,,,,,,,,,,,,,,,,
BJP	Irland Enterprise	Rajkot	Rajkot		35000	2012,46.973437,6.887964,"2012 Lac de Neuchâtel, Switzerland",2012,,,,,2012,,Lac de Neuchâtel,,Neuchatel,,,Switzerland,ch,0,,,,https://www.whosonfirst.org/docs/licenses/
"BJP	Iron Coal ltd	D-7, Anamol apartment, Kadbi chowk Nagpur	Nagpur		50000	2008",,,,,,,,,,,,,,,,,,,,,,
BJP	Ishaan Builders And Developers	228 Zone I MP Nagar Bhopal M. P.	Bhopal	Madhya Pradesh	100000	2011,23.25469,77.40289,"Bhopāl, Bhopal, India",,,,,,,,Bhopāl,Bhopal,Madhya Pradesh,,MP,India,in,0.019213802568375654,1,,CC BY 4.0,https://www.geonames.org/datasources/
"BJP	Ishaan Pahuja	12A, Kantikriplani Nagar, Indore	Indore		100000	2012",22.674877,75.821157,"Scheme No. 97/4, VIP Parasper Nagar, Rajendra Nagar, Budh Nagar, Indore -, MP, India",,,Scheme No. 97/4,"VIP Parasper Nagar, Rajendra Nagar, Budh Nagar",,,,Indore,Indore,Madhya Pradesh,,MP,India,in,0.07949380165289255,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Ishwar Singh	5,South Aveneu  New Delhi 	New Delhi		54000	2011",15.213105,120.664791,"Magalang Christian Ecumenical School Inc, Magalang-PAC road, 2011 Pampanga, Philippines",Magalang Christian Ecumenical School Inc,,,Magalang-PAC road,,2011,,,Magalang,Pampanga,,,Philippines,ph,0,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Ishwar Singh	5, South Avenue, New DELHI	New Delhi		54000	2010",41.089525300000005,-80.64598417348874,"Solid Platforms Inc., South Avenue, Youngstown, OH 44514, United States of America",Solid Platforms Inc.,,,South Avenue,,44514,South Side,Youngstown,Mahoning County,Ohio,,OH,United States,us,0.95,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Ishwar Singh	5, South Avenue New Delhi	New Delhi		24000	2013",33.209957,-97.125984,"514 S Ave S Avenue, Denton, TX 76205, United States of America",,,514,S Ave S Avenue,,76205,,Denton,Denton County,Texas,,TX,United States,us,0.2375,,© OpenAddresses contributors,BSD-3-Clause License,
"BJP	Ishwar Thakorbhai Patel	At. Kudadra Ta, Hansot, Dist Bharuch	Bharuch	Gujarat	50000	2013",,,,,,,,,,,,,,,,,,,,,,
"INC	Ismail  Hussain	6,Assam House New Delhi 	New Delhi		54000	2011",,,,,,,,,,,,,,,,,,,,,,
"INC	Ismail Hussain	6, Assam House, New Delhi	New Delhi		54000	2010",28.5890885,77.3015085,"New Ashok Nagar Road, - 2013010, DL, India",New Ashok Nagar,,,New Ashok Nagar Road,,2013010,,,Mayur Vihar Tehsil,Delhi,0.0375,DL,India,in,0.0625,0.3,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Ismail Hussain	3-5, North Avenue, New Delhi	New Delhi		24000	2013",39.724713,-75.601593,"5 North Avenue, Wilmington, DE 19804, United States of America",,,5,North Avenue,,19804,,Wilmington,New Castle County,Delaware,0.95,DE,United States,us,0.5700000000000001,0.95,© OpenAddresses contributors,BSD-3-Clause License,
INC	Ismail Khan	Khan Ghar New Mandi Shimoga			25000	2003,48.426363,16.249819,"2003 Leitzersdorf, Austria",2003,,,,,2003,,Leitzersdorf,Korneuburg,Lower Austria,,,Austria,at,0,,,,https://www.whosonfirst.org/docs/licenses/
BJP	ITC Ltd.	Nehru Road Kolkata	Kolkata	West Bengal	25000000	2009,22.560362,88.350604,"Jawaharlal Nehru Road, Ward 46, Kolkata -, WB, India",,Borough No. VI,,Jawaharlal Nehru Road,,,Ward 46,Kolkata,Kolkata,West Bengal,0.95,WB,India,in,0.475,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	ITC Ltd.	37. J L Nehru Road Kolkatta - 700071	Kolkata	West Bengal	8950000	2004,22.548320750000002,88.34973553446932,"The 42, 42 B, Jawaharlal Nehru Road, Ho Chi Min Sarani, Kolkata - 700071, WB, India",The 42,Borough No. VII,42 B,Jawaharlal Nehru Road,,700071,Ho Chi Min Sarani,Kolkata,Kolkata,West Bengal,0.95,WB,India,in,0.5984999999999999,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
